attack_type,stream,src_mac,dst_mac,src_ip,dst_ip,src_port,dst_port,device_mac,eth_src_oui,eth_dst_oui
Benign,98,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.77.72.132,192.168.137.175,443,42710,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,877,TP-Link Tapo Camera,3c:18:a0:41:c3:a0,192.168.137.187,205.174.165.69,21976,63294,TP-Link Tapo Camera,TP-Link Corporation Limited,Luxshare Precision Industry Company Limited
Benign,7706,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,157.249.81.141,60537,443,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,-1,Netatmo Weather Station,ff:ff:ff:ff:ff:ff,,,0,0,Netatmo Weather Station,Netatmo,Broadcast
Benign,-1,d4:81:d7:97:d0:29,33:33:00:00:00:16,,,0,0,d4:81:d7:97:d0:29,Dell Inc.,IPv6 Multicast
Benign,184,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.154.34.86,35130,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,2726,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,157.249.81.141,192.168.137.41,80,55349,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Brute_Force,1107,dc:a6:32:dc:27:d5,dc:a6:32:c9:e4:c6,192.168.137.65,192.168.137.67,54730,22,dc:a6:32:dc:27:d5,Raspberry Pi Trading Ltd,Raspberry Pi Trading Ltd
XSS,636,3c:18:a0:41:c3:a0,Home Eye Camera,3.221.182.58,192.168.137.206,32100,17105,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,"Shenzhen Rf-Link Technology Co.,Ltd."
Benign,643,Amazon Echo Studio,3c:18:a0:41:c3:a0,192.168.137.83,13.225.196.108,57208,443,Amazon Echo Studio,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,340,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.229.194.17,192.168.137.175,443,52708,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,2625,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,157.249.81.141,53560,443,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,520,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.31.208.201,192.168.137.175,443,41451,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,906,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,3.248.67.251,192.168.137.175,443,45997,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,1012,Amazon Echo Studio,3c:18:a0:41:c3:a0,192.168.137.83,209.54.183.185,45830,443,Amazon Echo Studio,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,-1,3c:18:a0:41:c3:a0,AeoTec Smart Home Hub,,,0,0,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,"SAMJIN Co., Ltd."
Benign,1122,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.35.108.36,42090,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,972,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.51.100.129,192.168.137.175,443,51134,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,537,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.242.17.206,50800,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,7937,3c:18:a0:41:c3:a0,Yi Indoor 2 Camera,192.168.137.1,192.168.137.249,53,54101,Yi Indoor 2 Camera,Luxshare Precision Industry Company Limited,AltoBeam (China) Inc.
Benign,779,24:05:88:30:6f:89,3c:18:a0:41:c3:a0,192.168.137.207,142.251.33.170,39245,443,24:05:88:30:6f:89,"Google, Inc.",Luxshare Precision Industry Company Limited
DNS_Spoofing,120,3c:18:a0:41:c3:a0,Wyze Camera,35.161.3.207,192.168.137.49,8443,40900,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Wyze Labs Inc
Benign,42,3c:18:a0:41:c3:a0,Arlo Base Station,44.231.109.193,192.168.137.78,443,48765,Arlo Base Station,Luxshare Precision Industry Company Limited,Netgear
Benign,849,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,109.95.152.66,44897,443,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,1024,AMCREST WiFi Camera,3c:18:a0:41:c3:a0,192.168.137.16,192.168.137.1,37942,53,AMCREST WiFi Camera,Amcrest Technologies,Luxshare Precision Industry Company Limited
Benign,5988,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,157.249.81.141,192.168.137.41,80,59789,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,667,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.246.196.149,192.168.137.175,443,53472,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,1096,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.252.22.81,46510,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,158,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.171.38.237,60644,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,198,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.210.196.179,42325,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,891,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.35.69.141,51543,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1,3c:18:a0:41:c3:a0,Nest Indoor Camera,35.185.101.66,192.168.137.46,443,48335,Nest Indoor Camera,Luxshare Precision Industry Company Limited,"Google, Inc."
Benign,-1,LG Smart TV,ff:ff:ff:ff:ff:ff,,,0,0,LG Smart TV,LG Innotek,Broadcast
Benign,1187,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.81.244.93,33992,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,709,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,99.81.57.97,192.168.137.175,443,36712,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,51,Lumiman bulb,3c:18:a0:41:c3:a0,192.168.137.70,35.162.13.26,61373,8886,Lumiman bulb,Tuya Smart Inc.,Luxshare Precision Industry Company Limited
Benign,639,3c:18:a0:41:c3:a0,Yi Indoor Camera,47.254.14.172,192.168.137.39,443,40082,Yi Indoor Camera,Luxshare Precision Industry Company Limited,AltoBeam (China) Inc.
Benign,828,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.32.131.98,192.168.137.175,443,40360,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,LG Smart TV,ff:ff:ff:ff:ff:ff,,,0,0,LG Smart TV,LG Innotek,Broadcast
Benign,243,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.19.77.30,192.168.137.175,443,57442,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,1114,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.246.196.149,192.168.137.175,443,55483,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,906,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,3.248.67.251,192.168.137.175,443,45997,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,1054,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.194.149.203,192.168.137.175,443,45511,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,36,3c:18:a0:41:c3:a0,Cocoon Smart HVAC Fan,3.12.33.198,192.168.137.171,1883,51529,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Espressif Inc.
Benign,20,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,195.88.50.100,43102,22,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,2713,Google Nest Mini Speaker,3c:18:a0:41:c3:a0,192.168.137.61,142.251.41.67,60788,80,Google Nest Mini Speaker,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,16,Teckin Plug 1,ff:ff:ff:ff:ff:ff,192.168.137.176,255.255.255.255,49238,6667,Teckin Plug 1,Tuya Smart Inc.,Broadcast
Benign,12850,harman kardon (Ampak Technology),3c:18:a0:41:c3:a0,192.168.137.47,192.168.137.1,39305,53,harman kardon (Ampak Technology),"AMPAK Technology, Inc.",Luxshare Precision Industry Company Limited
Benign,392,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.246.132.214,37154,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,89,Teckin Plug 2,3c:18:a0:41:c3:a0,192.168.137.82,100.21.156.247,51647,8886,Teckin Plug 2,Tuya Smart Inc.,Luxshare Precision Industry Company Limited
Benign,10,Teckin Light Strip,ff:ff:ff:ff:ff:ff,192.168.137.31,255.255.255.255,49287,6667,Teckin Light Strip,Tuya Smart Inc.,Broadcast
Benign,2952,3c:18:a0:41:c3:a0,Amazon Echo Show,54.230.49.76,192.168.137.172,443,45250,Amazon Echo Show,Luxshare Precision Industry Company Limited,Amazon Technologies Inc.
Benign,906,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,3.248.67.251,192.168.137.175,443,45997,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,628,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.76.170.94,43045,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,349,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.72.188.218,51622,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,Yi Indoor 2 Camera,3c:18:a0:41:c3:a0,192.168.137.249,8.8.8.8,0,0,Yi Indoor 2 Camera,AltoBeam (China) Inc.,Luxshare Precision Industry Company Limited
Benign,423,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,176.34.92.25,192.168.137.175,443,41687,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,610,3c:18:a0:41:c3:a0,Yi Indoor Camera,47.254.14.172,192.168.137.39,443,40080,Yi Indoor Camera,Luxshare Precision Industry Company Limited,AltoBeam (China) Inc.
Benign,840,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.215.241.57,192.168.137.175,443,33460,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,73,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.31.220.16,46299,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,168,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.77.27.122,49517,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,891,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.35.69.141,192.168.137.175,443,51543,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,16,Teckin Plug 1,ff:ff:ff:ff:ff:ff,192.168.137.176,255.255.255.255,49238,6667,Teckin Plug 1,Tuya Smart Inc.,Broadcast
Benign,1171,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.210.96.251,192.168.137.175,443,40287,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,2847,3c:18:a0:41:c3:a0,Amazon Echo Dot 1,54.167.177.211,192.168.137.250,443,42852,Amazon Echo Dot 1,Luxshare Precision Industry Company Limited,Amazon Technologies Inc.
Benign,11464,3c:18:a0:41:c3:a0,56:4f:8a:e1:f3:2d,192.168.137.1,192.168.137.51,53,50810,56:4f:8a:e1:f3:2d,Luxshare Precision Industry Company Limited,none
Benign,1122,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.35.108.36,42090,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1078,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.210.66.142,59431,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,185,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.34.92.22,37446,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,7202,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,157.249.81.141,192.168.137.41,443,59821,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,1043,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.243.231.175,33328,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1080,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.229.134.24,192.168.137.175,443,33687,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,655,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.32.40.231,54431,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,436,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.35.30.30,192.168.137.175,443,59957,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,3c:18:a0:41:c3:a0,Netatmo Camera,,,0,0,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Netatmo
Benign,3418,3c:18:a0:41:c3:a0,Wyze Camera,52.89.172.251,192.168.137.227,8443,60372,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Wyze Labs Inc
Benign,3,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.213.218.83,192.168.137.175,443,40434,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,989,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.33.237.247,192.168.137.175,443,35186,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,5874,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,109.95.152.66,42311,443,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,744,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.208.245.138,37066,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,36,GoSund Power strip (2),ff:ff:ff:ff:ff:ff,192.168.137.159,255.255.255.255,49154,6667,GoSund Power strip (2),Espressif Inc.,Broadcast
Benign,1025,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.17.3.51,192.168.137.175,443,46198,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,0,3c:18:a0:41:c3:a0,Nest Indoor Camera,35.185.101.66,192.168.137.46,443,41206,Nest Indoor Camera,Luxshare Precision Industry Company Limited,"Google, Inc."
Benign,6529,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,157.249.81.141,58892,443,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,80,3c:18:a0:41:c3:a0,TP-Link Tapo Camera,34.196.107.165,192.168.137.187,443,57423,TP-Link Tapo Camera,Luxshare Precision Industry Company Limited,TP-Link Corporation Limited
Benign,3,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,195.88.50.100,43102,22,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,536,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.32.36.73,56915,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,787,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,3.248.88.21,41338,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,693,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.80.177.237,33448,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,536,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.32.36.73,56915,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,4600,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,192.168.137.1,192.168.137.41,53,50270,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,990,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.208.195.227,192.168.137.175,443,55959,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,GoSund Bulb,ff:ff:ff:ff:ff:ff,,,0,0,GoSund Bulb,Espressif Inc.,Broadcast
Benign,64,Google Nest Mini Speaker,01:00:5e:00:00:fb,192.168.137.61,224.0.0.251,5353,5353,Google Nest Mini Speaker,"Google, Inc.",IPv4 Multicast
Benign,488,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.33.243.105,192.168.137.175,443,38467,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,380,3c:18:a0:41:c3:a0,Yi Indoor Camera,47.254.14.172,192.168.137.39,443,40064,Yi Indoor Camera,Luxshare Precision Industry Company Limited,AltoBeam (China) Inc.
Benign,11,Amazon Echo Studio,Amazon Echo Dot 2,192.168.137.83,192.168.137.58,43444,55443,Amazon Echo Studio,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,909,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.35.30.30,33707,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,724,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,109.95.152.66,44551,443,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,4064,3c:18:a0:41:c3:a0,Amazon Echo Show,13.225.189.191,192.168.137.172,443,52454,Amazon Echo Show,Luxshare Precision Industry Company Limited,Amazon Technologies Inc.
Benign,1043,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.243.231.175,33328,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,31,3c:18:a0:41:c3:a0,56:4f:8a:e1:f3:2d,17.57.147.6,192.168.137.51,5223,64086,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,none
Benign,265,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.211.11.97,192.168.137.175,443,43993,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,973,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.72.111.213,43894,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,7026,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,157.249.81.141,192.168.137.41,443,59584,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,38,3c:18:a0:41:c3:a0,Wyze Camera,192.99.160.133,192.168.137.227,10001,45855,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Wyze Labs Inc
Benign,0,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.81.244.93,56891,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,852,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.243.231.175,34998,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,3045,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,157.249.81.141,192.168.137.41,80,55777,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,1877,Wyze Camera,3c:18:a0:41:c3:a0,192.168.137.227,52.88.233.159,52791,443,Wyze Camera,Wyze Labs Inc,Luxshare Precision Industry Company Limited
Benign,1025,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.17.3.51,46198,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,212,3c:18:a0:41:c3:a0,Rbcior Camera,35.161.158.54,192.168.137.76,8883,35978,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Tuya Smart Inc.
Brute_Force,1959,dc:a6:32:c9:e4:c6,dc:a6:32:dc:27:d5,192.168.137.67,192.168.137.65,22,55214,dc:a6:32:dc:27:d5,Raspberry Pi Trading Ltd,Raspberry Pi Trading Ltd
DoS-HTTP_Flood,203,dc:a6:32:dc:27:d5,dc:a6:32:c9:e4:c6,192.168.137.66,192.168.137.71,48190,80,dc:a6:32:dc:27:d5,Raspberry Pi Trading Ltd,Raspberry Pi Trading Ltd
Benign,500,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.209.241.1,45320,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,2651,Home Eye Camera,3c:18:a0:41:c3:a0,192.168.137.133,3.221.182.58,19570,32100,Home Eye Camera,"Shenzhen Rf-Link Technology Co.,Ltd.",Luxshare Precision Industry Company Limited
Benign,-1,00:a3:d1:07:6f:03,01:80:c2:00:00:00,,,0,0,00:a3:d1:07:6f:03,"Cisco Systems, Inc",IEEE 802.1 Chair
Benign,93,Amazon Plug,3c:18:a0:41:c3:a0,192.168.137.45,54.85.196.98,49945,443,Amazon Plug,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,472,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.80.103.31,56675,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
DNS_Spoofing,6636,3c:18:a0:41:c3:a0,Home Eye Camera,18.182.200.45,192.168.137.199,32100,15299,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,"Shenzhen Rf-Link Technology Co.,Ltd."
Benign,924,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.210.83.85,192.168.137.175,443,57263,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,184,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.154.34.86,35130,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,34,Gosund Smart Plug WP3 (2),ff:ff:ff:ff:ff:ff,192.168.137.22,255.255.255.255,49154,6667,Gosund Smart Plug WP3 (2),Espressif Inc.,Broadcast
Benign,73,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.31.220.16,192.168.137.175,443,46299,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,358,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.49.18.27,57158,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,10,Amazon Echo Dot 2,Amazon Echo Show,192.168.137.58,192.168.137.172,55443,53772,Amazon Echo Dot 2,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,894,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,34.252.212.228,192.168.137.175,443,37813,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,296,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.213.112.0,43029,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,363,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.214.197.222,192.168.137.175,443,45931,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,436,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.35.30.30,59957,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,598,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.49.29.109,192.168.137.175,443,51539,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,3c:18:a0:41:c3:a0,TP-Link Tapo Camera,205.174.165.69,192.168.137.187,0,0,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,TP-Link Corporation Limited
